wreck_id,strauss_id,name,parker_number,country,sea_area,region_db,latitude,longitude,date_start,date_end,cargo_types,provenance,destination,region
8891,0,Port Vendres 9 (Redoute Bear 2),,France,Western Mediterranean,Languedoc -Roussillon,42.52436,3.11595,400.0,450.0,amphorae,,,western_med
8892,0,Les Riches Dunes 2,,France,Western Mediterranean,Languedoc-Roussillon,43.33053,3.61656,1.0,50.0,amphorae; 17 lead ingots,,,western_med
8893,0,Les Riches Dunes 6,,France,Western Mediterranean,Languedoc-Roussiloon,43.33053,3.61656,,,,,,western_med
8894,0,Maguelone,,France,Western Mediterranean,Languedoc-Roussillon,43.53554,3.98254,1.0,100.0,12 copper ingots and an iron bar stamped with HAEDI cf Saintes-Maries-de-la-mer 2.,,,western_med
8895,0,Port Vendres 11,,France,Western Mediterranean,Languedoc-Roussillon,42.52417,3.11565,270.0,300.0,amphorae,Tarraconensis,,western_med
8896,0,Banc du Benedetto,,France,Western Mediterranean,Corsica,41.60963,9.32756,-400.0,-200.0,amphorae,Elba,,western_med
8897,0,Les Moines 3,,France,Western Mediterranean,Corsica,41.46284,8.91909,50.0,250.0,amphorae; Three lead ingots (type Domergue 1)were found nearby.,,,western_med
8898,0,"La Vacca, Iles Cerbicales",,France,Western Mediterranean,Corsica,41.55617,9.38653,-100.0,-1.0,amphorae; Millstone.,,,western_med
8900,0,Coscia,,France,Western Mediterranean,Corsica,0.0,0.0,-250.0,-50.0,amphorae,,,western_med
8901,0,Punta Vecchia 1,,France,Western Mediterranean,Corsica,42.71868,9.32404,225.0,275.0,amphorae,Lusitania,,western_med
8902,0,Est Perduto 2,,France,Western Mediterranean,Corsica,41.36944,9.30396,-125.0,-75.0,"amphorae; A large amount of Campanian ceramics - plates, bowls and cups.",Adriatic - Brindisi - Campania,"Gaul, Spain??",western_med
8903,0,Mazarron 1,,Spain,Western Mediterranean,near Cartagena,37.53993,-1.27578,-650.0,-600.0,"amphorae; Urns, baskets, mortars, religious objects and carafes.",,,western_med
8904,0,Mazarron 2,,Spain,Western Mediterranean,near Cartagena,0.0,0.0,-650.0,-600.0,amphorae; Lead ingots.,,,western_med
8905,0,Alonnisos,,Greece,Aegean,Northern Sporades,39.23583,23.98452,-420.0,-400.0,"amphorae; High quality black-glazed pottery, the best of which came from Athens, including skyphoi, cups decorated with petals, drinking vessels. Heavy terracotta mortars with 2 handles, a large base and a thick rounded lip. Bowls with black-glazed bases from southern Italy.","Athens, then Mende, then Peparethos",Ikos,eastern_med
8906,0,Ekinlik Adasi Marble wreck,,Turkey,,Marmara,0.0,0.0,500.0,600.0,"marble; columns; marble:At least 17 columns, some broken, presumably from Proconnesus.",Proconnesus,,eastern_med
8907,0,"Parco di Teodorico, Ravenna",,Italy,,,0.0,0.0,400.0,500.0,,,,western_med
8908,0,Carmel Coast,,Israel,Eastern Mediterranean,,0.0,0.0,500.0,550.0,,,,eastern_med
8909,0,Nord-Fouras,,France,Western Mediterranean,Var,0.0,0.0,900.0,1000.0,amphorae; Millstones,,,western_med
8911,0,Ashkelon North Late Roman,,Israel,Eastern Mediterranean,,0.0,0.0,300.0,500.0,,,,eastern_med
8912,0,Ashkelon North Byzantine,,,,,0.0,0.0,400.0,1450.0,"Handles of lead and bronze vessels soje with incised designs. Dozens of bronze coins of the 40 numia denomination of the Constantinople and Nicomedia mints, bearing the bust of Justin and his wife Sofia.",,,eastern_med
8913,0,Tel Ashqelon,,Israel,Eastern Mediterranean,,0.0,0.0,1000.0,1300.0,"Lead, including dozens of loaf-shaped ingots (80-100 kg each). Most bear inscriptions that have yet to be deciphered. Next to the ingots were 3 elongated pieces of iron (8 x 10 x 50cm) whose function is unclear.",,,eastern_med
8914,0,Tel Ashqelon Byzantine,,Israel,Eastern Mediterranean,,0.0,0.0,,,"Round millstones (diam 0.6m, thickness 0.3m).",,,eastern_med
8915,0,'Akko West,,Israel,Eastern Mediterranean,,0.0,0.0,100.0,300.0,amphorae,,,eastern_med
8916,0,Cape Tiha,,Croatia,Adriatic,Sipan Island,42.70538,17.872,-400.0,-200.0,amphorae,,,adriatic
8917,0,Cape Borova,,Croatia,Adriatic,Lastovo Island,42.69347,16.85852,-400.0,-200.0,amphorae,,,adriatic
8918,0,Veli Porat,,Croatia,Adriatic,off Scedro,43.06925,16.69784,-200.0,-50.0,amphorae,,,adriatic
8919,0,Le Formiche di Capraia,,Italy,,"N tip Capraia Island, Tuscany",43.07383,9.82624,-175.0,-125.0,"amphorae; Black-glazed pottery from central Italy, including plates, cups and bowls.",Aegean,,western_med
8920,0,Golfo di Follonica,,Italy,,Tuscany,0.0,0.0,-250.0,-25.0,amphorae,,,western_med
8921,0,Siciliano (Porto San Paolo),,Italy,,Sardinia,40.88246,9.63805,200.0,300.0,amphorae; Ceramics: Ostia III 267 and Ostia I 17 plates,North Africa,,western_med
8922,0,Baia Salinedda (San Teodoro),,Italy,,Sardinia,40.84127,9.72049,200.0,400.0,"amphorae; Ceramics, glass and metal?",,,western_med
8923,0,Rena Maiore,,Italy,,Sardinia,41.16766,9.16191,,0.0,"Lead ingots, many of them stamped.",,,western_med
8924,0,Olbia (statue),,Italy,,Sardinia,40.91148,9.50738,-150.0,400.0,amphorae; Fragments of a terracotta statue of Hercules.,,,western_med
8925,0,Cala Gadir II,,Italy,,"Pantelleria, Sicily",0.0,0.0,-125.0,-75.0,amphorae,,,western_med
8926,0,Capo Passero II,,Italy,,Sicily,0.0,0.0,-150.0,150.0,Lead ingots probably from Spain each weighing about 30kg and stamped with the manufacturer's mark,Spain,,western_med
8927,0,Favignana,,Italy,,Sicily,0.0,0.0,1000.0,1100.0,"amphorae; Bricks and tiles ""a coppa"".",,,western_med
8928,0,Scauri,,Italy,,Sicily (Pantelleria),36.76803,11.96363,475.0,500.0,"amphorae; Ceramics - cylindrical pots, bowls and cups; glass bottles and beakers in fragments. Oil lamps and some Sigillata Africana D",Africa,Sicily/Rome?,western_med
8929,0,Marausa Lido,,Italy,,Sicily,0.0,0.0,200.0,300.0,amphorae,,,western_med
8930,0,Ocaklar Burnu,,Turkey,,Marmara,0.0,0.0,400.0,1450.0,amphorae,,,eastern_med
8931,0,Çihli Burnu,,Turkey,,Marmara,0.0,0.0,600.0,700.0,amphorae,,,eastern_med
8932,0,Tekmezar Burnu 1,,Turkey,,Marmara,0.0,0.0,1000.0,1100.0,amphorae; Three tonnes of glass.,Ganos,Constantinople,eastern_med
8933,0,Tekmezar Burnu 2,,Turkey,,Marmara,0.0,0.0,1000.0,1100.0,amphorae,Ganos,Constantinople?,eastern_med
8934,0,Kocayemişilik,,Turkey,,Marmara,0.0,0.0,1000.0,1100.0,amphorae,,,eastern_med
8935,0,Anataş  Adacik (Palapetra),,Turkey,,Marmara islands,40.65654,27.54821,1000.0,1100.0,amphorae,,,eastern_med
8936,0,Kuyu Burnu Tile wreck,,Turkey,,Marmara,0.0,0.0,600.0,700.0,Tiles measuring 80 x 45cm x 3cm.,,,eastern_med
8937,0,Kuçuk Ada,,Turkey,,Marmara,0.0,0.0,500.0,600.0,Terracotta pipes  in 2 piles 38.6 x 5.1m and 26.3 x 20.4m at the 2 different depths.,,,eastern_med
8938,0,Taşada (Virankoy),,Turkey,,Marmara,0.0,0.0,1000.0,1100.0,amphorae,,,eastern_med
8939,0,Saraylar (Eşek Adalari),,Turkey,,Marmara,0.0,0.0,1000.0,1100.0,amphorae,,,eastern_med
8940,0,Tell Hreiz 1,,Israel,Eastern Mediterranean,,0.0,0.0,,,Glass lumps.,,,eastern_med
8941,0,Tell Hreiz II,,Israel,Eastern Mediterranean,,0.0,0.0,400.0,1450.0,About 50 loaf-shaped iron bars.,,,eastern_med
8942,0,Atlit North Bay I,,Israel,Eastern Mediterranean,,0.0,0.0,-400.0,-250.0,Decorated bronze handles of large vessels.,,,eastern_med
8943,0,Nahal Oren,,Israel,Eastern Mediterranean,Atlit,0.0,0.0,-400.0,-250.0,"Bronze furniture/works of art? - bronze attachments of a bed with remains of wood, a stylized bronze handle of a container and  adecorated gold plaque.",,,eastern_med
8944,0,Atlit North Bay II,,Israel,Eastern Mediterranean,,0.0,0.0,400.0,1450.0,,,,eastern_med
8945,0,Newe Yam Late Bronze Age,,Israel,Eastern Mediterranean,,0.0,0.0,-1200.0,-900.0,83 loaf-shaped copper bars (3-5kg).,,,eastern_med
8946,0,Newe Yam Hellenistic,,Israel,Eastern Mediterranean,,0.0,0.0,-325.0,-50.0,,,,eastern_med
8947,0,Newe Yam Roman,,Israel,Eastern Mediterranean,,0.0,0.0,-150.0,400.0,,,,eastern_med
8948,0,Fiumicino 1 (Natante 2),,Italy,,Lazio,0.0,0.0,300.0,500.0,,,,western_med
8949,0,Okuklje Cove,,Croatia,Adriatic,Mjlet Island,42.71666,17.68333,1.0,100.0,amphorae,,,adriatic
8950,0,Duboka Cove,,Croatia,Adriatic,Hvar island,43.11274,16.66076,200.0,400.0,amphorae,,,adriatic
8951,0,Cavtat 2,,Croatia,Adriatic,south of Dubrovnick,42.57652,18.21018,200.0,400.0,amphorae,,,adriatic
8952,0,Mandriola A,,Italy,,Sardinia,40.03069,8.39767,275.0,325.0,amphorae; Many fragments of African table ware,Spain,,western_med
8953,0,Cala Su Pallosu,,Italy,,Sardinia,40.04279,8.39492,-200.0,-100.0,amphorae; Millstones - 4 lower cone-shaped parts (metae) and 5 upper parts (catilli). Glass. Cups.,Sardinia,,western_med
8954,0,Sa Tonnara A,,Italy,,Sardinia,40.05386,8.40351,-200.0,-150.0,amphorae,,,western_med
8955,0,Ventotene 1,,Italy,,,0.0,0.0,1.0,100.0,amphorae,,,western_med
8956,0,Ventotene 2,,Italy,,,0.0,0.0,-100.0,-1.0,amphorae,,,western_med
8957,0,Ventotene 3,,Italy,,,0.0,0.0,1.0,100.0,amphorae,,,western_med
8958,0,Ventotene 4,,Italy,,,0.0,0.0,1.0,100.0,,,,western_med
8959,0,Ventotene 5,,Italy,,,0.0,0.0,400.0,500.0,amphorae,,,western_med
8960,0,Cartagena,,Spain,Western Mediterranean,Cartagena,0.0,0.0,-225.0,-175.0,amphorae,,,western_med
8961,0,Malta (2006),,Malta,,,0.0,0.0,-600.0,-500.0,amphorae,,,western_med
8962,0,Rodon,,Albania,,,0.0,0.0,-525.0,-475.0,amphorae,Corinth,,adriatic
8963,0,Qefalit Tile wreck,,Albania,,,0.0,0.0,-400.0,-300.0,amphorae; The tile cargo is still stacked and forms an interlocking and compacted deposit. Pan and cover tiles are present of Corinthiam manufacture measuring 29 x 20 inches.,Corinth,,adriatic
8964,0,Butrint 2,,Albania,,,0.0,0.0,50.0,200.0,amphorae,,,adriatic
8965,0,Butrint 3,,Albania,,,0.0,0.0,-600.0,-400.0,amphorae,,,adriatic
8966,0,Butrint 1,,Albania,Adriatic,,0.0,0.0,-300.0,-275.0,amphorae,,,adriatic
8967,0,Tilegrafo Bay,,Greece,,"near Volos, Pagasitic Gulf",39.34463,22.95318,375.0,400.0,amphorae,,,eastern_med
8968,0,Korakia (Porto heli),,Greece,,Argolic Gulf,37.31266,23.1269,500.0,700.0,amphorae,,,eastern_med
8969,0,Vlychos (Hydra),,Greece,,Argolic Gulf,37.34599,23.44757,500.0,700.0,amphorae,,,eastern_med
8970,0,Trikeri,,Greece,,Argolic Gulf,0.0,0.0,500.0,700.0,amphorae,,,eastern_med
8971,0,Metochi,,Greece,,Argolic Gulf,37.40721,23.39641,500.0,700.0,amphorae,,,eastern_med
8972,0,Saranda 1,,Albania,,,0.0,0.0,-600.0,-450.0,amphorae,,,adriatic
8973,0,Saranda 2,,Albania,,,0.0,0.0,-400.0,-300.0,amphorae,,,adriatic
8974,0,Saranda 3,,Albania,,,0.0,0.0,1.0,200.0,amphorae,,,adriatic
8975,0,Saranda 4,,Albania,,,0.0,0.0,-100.0,-1.0,,,,adriatic
8976,0,Boka Kotorska 2,,Montenegro,,,42.41527,18.70903,-200.0,-1.0,amphorae,,,adriatic
8977,0,La Yuca Beach,,Spain,Western Mediterranean,,0.0,0.0,175.0,225.0,marble; columns,,,western_med
8978,0,Rompetimones rock,,Spain,Western Mediterranean,Cadiz,0.0,0.0,-30.0,20.0,,,,western_med
8979,0,Ship of Tarragona,,Spain,Western Mediterranean,,0.0,0.0,50.0,150.0,marble; columns,,,western_med
8980,0,Sant Jordi,,Spain,Western Mediterranean,Majorca,0.0,0.0,-100.0,-80.0,amphorae,,,western_med
8981,0,Pegli,,,,,0.0,0.0,-200.0,-100.0,amphorae,,,western_med
8982,0,Seno del Campese,,Italy,,Giglio,0.0,0.0,-700.0,-600.0,,,,western_med
8983,0,Cala del Diavolo,,Italy,,"Isola di Montecristo,Tuscany",42.30612,10.31066,-120.0,-10.0,amphorae; Black Campanian pottery,,,western_med
8984,0,Polyaigos,,Greece,Southern Aegean,"Cyclades, near Kimolos",36.75729,24.54483,-420.0,-350.0,amphorae; Ceramic vases,,,eastern_med
8985,0,La Manga (Bajo de la Campana),,Spain,Western Mediterranean,Cartagena,0.0,0.0,-620.0,-600.0,"amphorae; A cargo of ivory, amber and many ceramic objects. The 10 ivory tusks measure between 70 and 150 cm long and are inscribed with Phoenician writing. They have come from a race of elephants now thought to be extinct. Also on board were 28 small tin ingots, 2 copper ingots, hundres of galena (lead ore) nuggets) and stones containing silver and lead, and plates, bowls, several double-sided wooden combs, ivory knife handles, bronze needles and chandeliers.",Cadiz?,,western_med
8986,0,Pseira,,Greece,,NE Crete,35.17766,25.85701,-1800.0,-1675.0,"amphorae; Ceramics including jugs, cups and cooking pots.",Eastern Crete,Crete,eastern_med
8987,0,Chios Straits,,Greece,Northern Aegean,Chios,38.52761,26.18248,-400.0,-300.0,amphorae,,,eastern_med
8988,0,Protaras,,Cyprus,,"Cape Greco, SE tip",0.0,0.0,100.0,120.0,amphorae,Cyprus,Cyprus?,eastern_med
8989,0,Polyaigos (marble),,Greece,Southern Aegean,Polyaigos,36.73528,24.54483,1.0,350.0,marble; columns; marble:A single column of cipollino from Carystos was found that may come from an otherwise unknown wreck transporting architectural elements.,,,eastern_med
8990,0,Agios Petros classical,,Greece,Aegean,"Kyra-Panagia Island, Northern Sporades",39.29165,24.07653,-475.0,-425.0,amphorae,,,eastern_med
8991,0,Portolafia 1,,Greece,,Attica,0.0,0.0,100.0,250.0,amphorae,,,eastern_med
8992,0,Portolafia 2,,,,,0.0,0.0,1100.0,1200.0,amphorae,,,western_med
8993,0,Megalo Stironisi,,Greece,,Attica,0.0,0.0,,,A cargo of tiles in sets of 6 and tied in large piles.,,,eastern_med
8994,0,Agios Andreas,,Greece,,Euboia,38.39534,23.72428,400.0,550.0,amphorae,,,eastern_med
8995,0,Petousi,,Greece,,Euboia,38.14937,24.16339,100.0,250.0,amphorae,,,eastern_med
8996,0,Prophete Elie,,Greece,,Laconia,0.0,0.0,100.0,200.0,amphorae,,,eastern_med
8997,0,Plytra - Xyli Bay,,Greece,,Laconia,0.0,0.0,-150.0,400.0,Metal pipes?,,,eastern_med
8998,0,Monemvasia - Kremmydi,,Greece,,Laconia,36.68148,23.05687,1.0,350.0,amphorae,,,eastern_med
8999,0,Ashkelon Hellenistic/Roman,,Israel,Eastern Mediterranean,,,0.0,-200.0,-1.0,,,,eastern_med
9000,0,Yenikapi,,Turkey,,Istanbul,41.00447,28.95249,600.0,1099.0,,,,eastern_med
9001,0,Cala Sant Vicents 2,,Spain,Western Mediterranean,Majorca,0.0,0.0,-520.0,-500.0,"amphorae; Bundles of iron tools, some tin ingots, baskets and grain-rubbers.",,,western_med
9002,0,Porto Palermo,,Albania,,,0.0,0.0,400.0,500.0,amphorae,,,adriatic
9003,0,Boka Kotorska  1,,Montenegro,,,42.41756,18.70731,1.0,300.0,"Pan tiles and cover tiles are in several stacks, many of which are now postitioned vertically. The pan tiles measure c 65 x 45 cm with flanges angled at 90 degrees and are characteristic of Roman manufacture during the Imperial period.",,,adriatic
9004,0,Kekova Adasi,,Turkey,,Antalya,0.0,0.0,-700.0,-600.0,amphorae,,,eastern_med
9005,0,Arapya Gulf,,Bulgaria,Black Sea,,0.0,0.0,300.0,600.0,"Table ceramics, glass pots",,,black_sea
9006,0,Ropotamo River,,Bulgaria,Black Sea,,0.0,0.0,375.0,525.0,Luxury ceramics from Asia Minor,Asia Minor,Tera??,black_sea
9007,0,Sozopol,,Bulgaria,Black Sea,,0.0,0.0,-300.0,-200.0,amphorae,Herakleia Pontica,Apollonia,black_sea
9008,0,Pomorie 1-5,,Bulgaria,Black Sea,,0.0,0.0,400.0,600.0,amphorae,,,black_sea
9009,0,Pomorie 6,,Bulgaria,Black Sea,,0.0,0.0,400.0,600.0,Tiles,Constantinople,Anhialo,black_sea
9010,0,Ravda,,Bulgaria,Black Sea,,0.0,0.0,-475.0,-450.0,amphorae,Chios,Mesembria,black_sea
9011,0,Nesebar 1,,Bulgaria,Black Sea,,0.0,0.0,-500.0,-400.0,amphorae,Chios,Mesembria,black_sea
9012,0,Nesebar 2,,Bulgaria,Black Sea,,0.0,0.0,-325.0,-280.0,amphorae,Aegean,Mesembria,black_sea
9013,0,Cape Cherni nos 1,,Bulgaria,Black Sea,,0.0,0.0,400.0,600.0,amphorae,,,black_sea
9014,0,Varna,,Bulgaria,Black Sea,,0.0,0.0,-400.0,-300.0,amphorae,Chios,Odessos,black_sea
9015,0,Lazuran bryag,,Bulgaria,Black Sea,,0.0,0.0,400.0,500.0,,,,black_sea
9016,0,"Cape Chirakman, Kaliakra 1-2",,Bulgaria,Black Sea,,0.0,0.0,-330.0,-50.0,,,,black_sea
9017,0,"Cape Chirakman, Kaliakra 3-5",,Bulgaria,Black Sea,,0.0,0.0,400.0,800.0,,,,black_sea
9018,0,Port Kavarna,,Bulgaria,Black Sea,,0.0,0.0,-400.0,-370.0,amphorae,Herakleia Pontica,Bizone,black_sea
9019,0,Cape Kaliakra,,Bulgaria,Black Sea,,0.0,0.0,400.0,600.0,,,,black_sea
9020,0,Cape Cherni nos 2,,Bulgaria,Black Sea,,0.0,0.0,-400.0,-300.0,amphorae,,,black_sea
9021,0,Cape Cherni nos 3,,Bulgaria,Black Sea,,0.0,0.0,-600.0,-400.0,amphorae,,,black_sea
9022,0,Kekova Oludeniz,,Turkey,,,0.0,0.0,1.0,750.0,amphorae,,,eastern_med
9023,0,Cap de Volt,,Spain,Western Mediterranean,French border,0.0,0.0,-10.0,5.0,amphorae,"Barcino/ Baetulo, Spain",,western_med
9024,0,Chretienne H,,France,Western Mediterranean,Var,0.0,0.0,15.0,20.0,amphorae,"Llobregat and Maresme, Spain",,western_med
9025,0,Bozburun tile wreck,,Turkey,,Bozburun,36.67267,28.1607,-30.0,400.0,"amphorae; Roof tiles, both cover and pan: over 10 of red fabric with white inclusions have been exposed possibly by an octupus (!). The cover tiles are about 1m long and 0.2-0.3m  wide, and slightly rounded to form a convex shape that is more acute at their edges than at the centre, stacked one upon the other and lying on their sides.",,,eastern_med
9026,0,Çamalti Burnu 2,,Turkey,,Marmara islands,40.64299,27.52349,1000.0,1100.0,,,,eastern_med
9027,0,Sette Fratelli,,Italy,,"Giardini Naxos, Sicily",0.0,0.0,-400.0,-300.0,amphorae,,,western_med
9028,0,Les Catalans 2,,France,Western Mediterranean,Bouches-du-Rhône,43.28306,5.34321,50.0,200.0,"marble; columns; marble:The remains of 2 white marble statues.  One of the statues (46cm high) ressembles an Apollo although there is no head, datable to mid C1st AD, whilst the other is simply part of a female foot with a sandal. A great number of unfinished architectural pieces - columns, architraves, capitals, slabs - may or may not be from the same wreck.; The small bronze statue represents Apollo as well and is 12cm high, found 138m away from the marble statues. It is of mediocre quality and is datable to the Roman Imperial period.",,,western_med
9029,0,Golfo di Porto Azzurro,,Italy,,"Elba, Tuscany",42.7621,10.39753,1.0,400.0,,,,western_med
9030,0,Aci Trezza 1,,Italy,,Sicily,37.55855,15.16199,1.0,400.0,amphorae,,,western_med
9031,0,Aci Trezza 2,,Italy,,Sicily,37.55917,15.1656,1.0,400.0,"A cargo of millstones, of which 20 have been recovered and are now exhibited at Naxos Antiquarium.",,,western_med
9032,0,Isola Rossa 2,,Italy,,"Golfo dell'Asinara, N Sardinia",41.01725,8.84579,-30.0,200.0,amphorae,Baetica,Rome,western_med
9033,0,Isola Rossa 3,,Italy,,"Golfo dell'Asinara, N Sardinia",41.01725,8.84579,200.0,400.0,amphorae; A concretion probably of metal,Lusitania,Rome,western_med
9034,0,Pisa Hellenistic ship,,Italy,,Tuscany,43.72388,10.38813,-200.0,-175.0,amphorae,Southern Spain via Marseilles,Pisa,western_med
9035,0,Comacchio,,Italy,,,0.0,0.0,-100.0,-1.0,,,,western_med
9036,0,Cape Zevgari,,Cyprus,,"Episkopi Bay, southern Cyprus",0.0,0.0,500.0,700.0,amphorae,,,eastern_med
9037,0,Avidmou Bay,,Cyprus,,"Episkopi Bay, S Cyprus",0.0,0.0,450.0,500.0,amphorae; Millstones,Southern Levant or Cyprus,Southern Levant or Cyprus,eastern_med
9038,0,Skerki Bank Keith Reef 2,,International waters,,"Between Sicily, Sardinia and Tunisia",0.0,0.0,150.0,175.0,,,,western_med
9039,0,Skerki Bank Keith Reef 3,,International waters,,"Between Sicily, Sardinia and Tunisia",0.0,0.0,400.0,450.0,"amphorae; Seven mortaria, a rare find in late Roman wrecks, cf Ustica wreck",,,western_med
9040,0,Skerki Bank Keith Reef 4,,International waters,,"Between Sicily, Sardinia and Tunisia",0.0,0.0,-400.0,400.0,"Pieces of raw glass, yellow, green and blue in colour, and weighing between 24 and 126gm. Analysis suggests that are ancient since they consist of sodium silicate which is typical of Roman glass.",,,western_med
9041,0,Skerki Bank Keith Reef 5,,International waters,,"Between Sicily, Sardinia and Tunisia",0.0,0.0,-200.0,400.0,"At least 5 lead ingots, weighing between 20 and 25kg, some of which bear stamps.",,,western_med
9042,0,Vasiliko Bay Byzantine wrecks,,Greece,Aegean,"Peristera Island, N Sporades",39.16879,23.98521,900.0,1100.0,amphorae,,,eastern_med
9043,0,Cape Glavat/Mljet B,704,Croatia,Adriatic,NW side of Mljet island,42.8,17.38333,75.0,100.0,"amphorae; Southern Italian pottery, 'orlo bifido' dishes with the plates/ lids (more than 500) and 15 Pompeian red plates. Great quantities of rough glass clumps.",central western Italy,Aegean,adriatic
